# Plot Type : plot_unfold 
# 
# X-axis    : \frWavelength (\A) 
# Y-Axis    : \frPhotons cm\u-2\d s\u-1\d \A\u-1\d 
# Residual  : \fr\gx 
# 
# Combined data comprised of data indices: 
# 
# Index-   1,  Model Plotted-      yes,  Data File: tgcat/obs_11072_tgid_4289/pha2.gz/part=2/order=-1,   Scale: 1.0000e+00 
# Index-   2,  Model Plotted-      yes,  Data File: tgcat/obs_11072_tgid_4289/pha2.gz/part=2/order=1,   Scale: 1.0000e+00 
# 
# Background included in data and model-    no 
# 
# XAXIS_COLS   :   1 set  (X 2 columns - bin_lo, bin_hi)
# DATA_COLS    :   1 set  (X 2 columns - Data, Error)
# MODEL_COLS   :   1 set  (X 1 column  - Value) 
# RESIDUAL_COLS:   1 set  (X 3 columns - Mean, Mean-1Sigma, Mean+1Sigma)
# 
#         X_LO          X_HI    DATA_VALUE    DATA_ERROR   MODEL_VALUE     RES_VALUE   RES_VAL-ERR   RES_VAL+ERR
15.99500016954246  16.000000189594406  0.016709489079440264  0.001742084662296288  0.01876311166355783  -1.1788305290574292  -2.1788305290574295  -0.17883052905742924
16.000000189594406  16.004999642203746  0.019244423842648146  0.001882404027246945  0.01874564405199274  0.26496957265060833  -0.7350304273493917  1.2649695726506083
16.004999642203746  16.00999975561844  0.017954296792222563  0.0018319406179708997  0.018728194075317943  -0.4224467078810474  -1.4224467078810474  0.5775532921189526
16.00999975561844  16.015000528148228  0.01467470778419961  0.001648358773770196  0.01871076493663096  -2.448530754745771  -3.448530754745771  -1.448530754745771
16.015000528148228  16.0199994905336  0.021163150544976157  0.001986335230844973  0.01869335536011936  1.243392931114736  0.24339293111473603  2.243392931114736
16.0199994905336  16.02500034011712  0.01865779972941425  0.0018885106742881168  0.01867596343484231  -0.009618005169552968  -1.009618005169553  0.9903819948304471
16.02500034011712  16.03000060686211  0.019202117524540582  0.0019281698362547223  0.01865859053589349  0.2818875072243859  -0.7181124927756142  1.2818875072243858
16.03000060686211  16.035000286753693  0.020212243309506484  0.0019627230498806803  0.018641238683798727  0.8004209385543527  -0.1995790614456473  1.8004209385543528
16.035000286753693  16.040000612638483  0.021130469500612245  0.0020009720931672805  0.018623907171808084  1.2526723073066939  0.2526723073066939  2.252672307306694
16.040000612638483  16.045000345169726  0.020493929668638482  0.001969698242467735  0.018606602086315826  0.9581810764871873  -0.04181892351281269  1.9581810764871874
16.045000345169726  16.049999480320416  0.017534176056336476  0.0018255244666663764  0.018589329252457126  -0.5780000297927994  -1.5780000297927994  0.4219999702072006
16.049999480320416  16.05500049241931  0.01953644861407411  0.001943451105386626  0.01857209042144677  0.49620913536463385  -0.5037908646353662  1.4962091353646338
16.05500049241931  16.05999966220626  0.024411156276256906  0.002168037979685469  0.018554877872987267  2.701188105625  1.701188105625  3.701188105625
16.05999966220626  16.064999464774587  0.018721904177888753  0.0019102623236177336  0.01853768420237395  0.09643700408953201  -0.903562995910468  1.096437004089532
16.064999464774587  16.069999898397903  0.018837183908715676  0.0019147703597493675  0.01852051181359519  0.16538385060542388  -0.8346161493945761  1.165383850605424
16.069999898397903  16.074999719077653  0.020828519632475943  0.002015634221545954  0.018503365552246052  1.1535595374276493  0.15355953742764927  2.1535595374276495
16.074999719077653  16.080000165805217  0.02032440914398991  0.0019950699588085568  0.018486241554843554  0.9213549535095485  -0.07864504649045145  1.9213549535095487
16.080000165805217  16.08499999302945  0.01753835727958709  0.001853677105700068  0.01846913152669207  -0.5021231822105611  -1.502123182210561  0.49787681778943893
16.08499999302945  16.090000441280388  0.019441933568535928  0.0019441933568535926  0.01845202943602945  0.5091593019886147  -0.4908406980113853  1.5091593019886147
16.090000441280388  16.095000263453315  0.016472104412943292  0.001802426018020767  0.018434934489761873  -1.088993421751619  -2.088993421751619  -0.08899342175161906
16.095000263453315  16.099999455481544  0.01879892206452402  0.0019309317973371155  0.01841784907784982  0.19735186255657802  -0.802648137443422  1.197351862556578
16.099999455481544  16.105000507114895  0.017797622358101266  0.0018656977647700547  0.018400771893297054  -0.32328362427454943  -1.3232836242745494  0.6767163757254506
16.105000507114895  16.109999675869688  0.02065588181468627  0.0020204665742256838  0.018383697841201894  1.1245837978562745  0.12458379785627449  2.1245837978562747
16.109999675869688  16.114999452262715  0.01954658726744845  0.0019813069836939925  0.018366627749815883  0.5955460346849557  -0.4044539653150443  1.5955460346849557
16.114999452262715  16.119999834535122  0.019164553092521127  0.001943302538336066  0.01834957011961117  0.4193803881961581  -0.5806196118038419  1.4193803881961582
16.119999834535122  16.12499957091595  0.01671998006894556  0.0018266250986385586  0.018332532250493045  -0.882804130277947  -1.882804130277947  0.11719586972205298
16.12499957091595  16.129999908099272  0.017801074299388153  0.0018737326666231915  0.01831551884588142  -0.27455600025396903  -1.274556000253969  0.7254439997460309
16.129999908099272  16.13499959275674  0.017852113416864407  0.0018714099798338869  0.018298535445587155  -0.23854849206392206  -1.238548492063922  0.761451507936078
16.13499959275674  16.139999873125866  0.017367103122561758  0.001856429483390527  0.018281582222376993  -0.4926010430221435  -1.4926010430221435  0.5073989569778565
16.139999873125866  16.144999494319972  0.016050542334871055  0.001801941589301626  0.01826465044012262  -1.2287346706447255  -2.2287346706447257  -0.22873467064472552
16.144999494319972  16.14999970612095  0.02052464140972719  0.002017302217015418  0.018247736843915285  1.128687881571144  0.12868788157114408  2.1286878815711443
16.14999970612095  16.155000506747694  0.017141395533910166  0.00185071200096073  0.01823085041395079  -0.5886679718265568  -1.5886679718265568  0.41133202817344316
16.155000506747694  16.15999938353289  0.016949853936562332  0.001840789134899767  0.018213998412420322  -0.6867405135606822  -1.6867405135606823  0.3132594864393178
